ensembl	symbol	A375MA2-DMSO-A	A375MA2-DMSO-B	A375MA2-DMSO-C	A375MA2-DMSO-D	A375MA2-GiB-A	A375MA2-GiB-B	A375MA2-GiB-D
ENSG00000028116	VRK2	654	1163	620	650	716	785	819
ENSG00000028137	TNFRSF1B	277	427	174	212	181	256	200
ENSG00000028203	VEZT	154	265	183	152	229	235	250
ENSG00000028277	POU2F2	27	57	35	29	47	34	42
ENSG00000028310	BRD9	901	1514	970	1000	1003	920	1058
ENSG00000028528	SNX1	7310	11950	6759	7183	7757	7186	8755
ENSG00000028839	TBPL1	402	689	411	459	590	576	788
ENSG00000029153	ARNTL2	379	575	383	315	548	472	631
ENSG00000029363	BCLAF1	4415	7323	4106	4151	7199	6781	8362
ENSG00000029364	SLC39A9	1659	2827	1711	1739	1896	1881	2171
ENSG00000029534	ANK1	208	352	178	195	193	240	266
ENSG00000029639	TFB1M	2754	4589	2637	2593	3438	3258	3926
ENSG00000029725	RABEP1	2512	4148	2520	2544	3599	3482	4530
ENSG00000029993	HMGB3	1216	2076	1461	1283	1761	1604	2135
ENSG00000030066	NUP160	4469	7219	4176	4392	5498	5460	6868
ENSG00000030110	BAK1	748	1297	866	815	1130	1010	1392
ENSG00000030304	MUSK	0	1	1	0	2	2	1
ENSG00000030419	IKZF2	238	385	167	211	283	291	308
ENSG00000030582	GRN	6779	11592	6834	6613	7972	7933	8642
ENSG00000031003	FAM13B	446	691	380	437	619	566	756
ENSG00000031081	ARHGAP31	1689	2905	1677	1670	1690	1759	2007
ENSG00000031691	CENPQ	471	690	418	421	735	672	856
ENSG00000031698	SARS1	3012	5354	3428	3475	4480	4526	5438
ENSG00000031823	RANBP3	1581	2620	1739	1673	2409	2351	2901
ENSG00000032219	ARID4A	722	1141	684	605	945	830	1154
ENSG00000032389	EIPR1	866	1499	944	864	1146	1118	1443
ENSG00000032444	PNPLA6	4666	7911	4729	4747	5591	5036	6273
ENSG00000032742	IFT88	675	1101	614	592	787	746	913
ENSG00000033011	ALG1	893	1412	776	822	1396	1288	1605
ENSG00000033030	ZCCHC8	633	1062	533	650	1099	1097	1407
ENSG00000033050	ABCF2	2414	3939	2451	2403	3279	3474	4404
ENSG00000033100	CHPF2	1550	2426	1416	1516	1976	1946	2347
ENSG00000033122	LRRC7	60	90	39	40	70	46	61
ENSG00000033170	FUT8	1497	2747	1556	1594	1822	1753	2298
ENSG00000033178	UBA6	1201	1955	1267	1208	1554	1538	1966
ENSG00000033327	GAB2	1903	3240	1704	1969	2310	2100	2664
ENSG00000033627	ATP6V0A1	1451	2311	1429	1534	2330	2455	2764
ENSG00000033800	PIAS1	1302	1977	1189	1257	1724	1757	2043
ENSG00000033867	SLC4A7	4147	6412	3662	3637	5218	4817	6529
ENSG00000034053	APBA2	535	1062	573	562	708	704	847
ENSG00000034152	MAP2K3	2415	4190	2768	2518	3708	3634	4584
ENSG00000034510	TMSB10	13259	23074	15366	14445	18480	18411	23277
ENSG00000034533	ASTE1	155	327	175	183	254	233	359
ENSG00000034677	RNF19A	903	1514	867	942	1027	1079	1312
ENSG00000034693	PEX3	280	540	347	335	493	483	595
ENSG00000034713	GABARAPL2	2050	3390	2138	1919	2533	2401	2902
ENSG00000034971	MYOC	3	0	1	3	0	0	2
ENSG00000035115	SH3YL1	105	163	61	86	83	80	111
ENSG00000035141	FAM136A	993	1636	984	892	1412	1288	1752
ENSG00000035403	VCL	2828	4621	2627	2834	3605	3566	4295
ENSG00000035499	DEPDC1B	726	1194	782	684	1120	1027	1328
ENSG00000035664	DAPK2	7	20	10	25	29	26	27
ENSG00000035681	NSMAF	1190	2030	1093	1187	1464	1400	1678
ENSG00000035687	ADSS2	3414	5490	3380	3212	3929	3675	4379
ENSG00000035862	TIMP2	6680	11445	6802	6803	8923	8738	9913
ENSG00000035928	RFC1	3491	5400	3354	3376	3993	3702	4567
ENSG00000036054	TBC1D23	1227	2098	1174	1226	1650	1588	1993
ENSG00000036257	CUL3	1696	2971	1978	1893	2892	2741	3589
ENSG00000036530	CYP46A1	0	3	2	0	2	0	1
ENSG00000036549	ZZZ3	1231	1854	1075	1145	1370	1368	1663
ENSG00000036565	SLC18A1	19	31	18	29	50	66	97
ENSG00000036672	USP2	107	212	97	129	168	161	191
ENSG00000036828	CASR	89	159	110	120	106	107	121
ENSG00000037042	TUBG2	1005	1616	920	965	954	1021	1293
ENSG00000037241	RPL26L1	991	1711	1064	1002	1494	1555	1913
ENSG00000037280	FLT4	2	5	1	2	3	2	9
ENSG00000037474	NSUN2	2749	4661	2928	3107	3918	3779	5150
ENSG00000037637	FBXO42	656	1003	642	651	914	891	1103
ENSG00000037749	MFAP3	1542	2522	1437	1505	2183	2257	2776
ENSG00000037757	MRI1	2243	3849	2296	2343	3090	2814	3731
ENSG00000037897	METTL1	281	468	321	289	483	470	589
ENSG00000037965	HOXC8	568	939	585	599	703	670	829
ENSG00000038002	AGA	1198	2210	1299	1249	1556	1556	1732
ENSG00000038210	PI4K2B	856	1399	948	860	1139	1063	1316
ENSG00000038219	BOD1L1	5565	8864	4995	5090	6802	6461	8152
ENSG00000038274	MAT2B	2324	3804	2222	2070	3230	3069	3924
ENSG00000038358	EDC4	1924	2982	1844	1879	2523	2448	3091
ENSG00000038382	TRIO	1671	2448	1229	1554	1931	1690	1991
ENSG00000038427	VCAN	488	875	409	490	583	619	626
ENSG00000038532	CLEC16A	1030	1599	980	927	1036	1052	1396
ENSG00000039123	MTREX	3862	6456	3786	3929	5706	5670	7175
ENSG00000039139	DNAH5	21	37	21	33	25	23	20
ENSG00000039319	ZFYVE16	1610	2457	1568	1528	2481	2430	2954
ENSG00000039523	RIPOR1	2786	4841	2973	3270	3821	3733	4566
ENSG00000039560	RAI14	2224	3499	1954	2196	2992	2945	3574
ENSG00000039600	SOX30	0	11	5	1	6	3	3
ENSG00000039650	PNKP	933	1808	1085	1026	1362	1257	1514
ENSG00000039987	BEST2	1	3	1	1	2	0	5
ENSG00000040199	PHLPP2	381	555	378	354	419	441	557
ENSG00000040275	SPDL1	1197	2007	1272	1267	1725	1632	2087
ENSG00000040341	STAU2	734	1174	771	695	960	1017	1159
ENSG00000040487	SLC66A1	436	678	458	460	573	609	738
ENSG00000040531	CTNS	404	809	495	466	705	684	917
ENSG00000040608	RTN4R	32	41	35	28	52	61	63
ENSG00000040633	PHF23	1650	2656	1758	1676	2396	2119	2897
ENSG00000040933	INPP4A	738	1198	711	699	761	727	890
ENSG00000041353	RAB27B	38	77	42	29	41	43	75
ENSG00000041357	PSMA4	3052	4907	3177	2972	4997	4686	6115
ENSG00000041515	MYO16	15	35	12	15	18	15	20
ENSG00000041802	LSG1	1130	1869	1222	1214	1458	1351	1764
ENSG00000041880	PARP3	560	964	522	525	732	687	769
ENSG00000041982	TNC	51903	83906	49190	53535	55781	55060	69343
ENSG00000041988	THAP3	433	655	396	370	480	491	588
ENSG00000042062	RIPOR3	4	5	7	1	5	3	7
ENSG00000042088	TDP1	289	525	276	312	419	428	523
ENSG00000042286	AIFM2	478	808	547	537	920	819	1100
ENSG00000042317	SPATA7	75	124	70	42	60	72	62
ENSG00000042429	MED17	18	151	107	50	124	105	148
ENSG00000042445	RETSAT	1660	2748	1477	1515	1938	1858	2110
ENSG00000042493	CAPG	267	498	305	319	280	304	345
ENSG00000042753	AP2S1	5440	9472	6112	5748	6505	6300	7849
ENSG00000042781	USH2A	8	16	10	10	9	8	10
ENSG00000042832	TG	1	0	1	0	2	0	0
ENSG00000042980	ADAM28	0	0	0	1	1	0	0
ENSG00000043039	BARX2	19	40	30	26	30	25	42
ENSG00000043093	DCUN1D1	821	1482	809	861	1075	1087	1361
ENSG00000043143	JADE2	1767	2957	1670	1827	2291	2153	2614
ENSG00000043355	ZIC2	252	415	212	244	310	357	413
ENSG00000043462	LCP2	2	5	3	5	7	4	1
ENSG00000043514	TRIT1	636	1067	610	624	690	694	736
ENSG00000043591	ADRB1	145	250	130	134	139	111	95
ENSG00000044090	CUL7	1849	2703	1406	1538	1766	1710	1772
ENSG00000044115	CTNNA1	20036	33890	20174	20410	25062	25154	30071
ENSG00000044446	PHKA2	384	575	369	389	386	384	455
ENSG00000044459	CNTLN	688	1097	588	566	807	752	988
ENSG00000044524	EPHA3	2892	4749	2483	2630	3532	3542	4151
ENSG00000044574	HSPA5	22891	39292	25778	25335	24545	24009	29801
ENSG00000046604	DSG2	2824	4555	2441	2751	3814	3707	4304
ENSG00000046647	GEMIN8	537	980	533	467	597	590	684
ENSG00000046651	OFD1	325	625	291	388	550	555	553
ENSG00000046653	GPM6B	134	209	124	108	251	200	256
ENSG00000046774	MAGEC2	4589	7728	4718	4445	5822	5412	6660
ENSG00000046889	PREX2	0	0	0	0	0	1	0
ENSG00000047056	WDR37	433	872	384	378	467	448	515
ENSG00000047188	YTHDC2	1263	1990	1187	1245	1679	1604	2140
ENSG00000047230	CTPS2	980	1623	955	931	1165	1116	1391
ENSG00000047249	ATP6V1H	1057	1790	1096	1020	1376	1298	1643
ENSG00000047315	POLR2B	4795	7887	4707	4863	6246	6120	7880
ENSG00000047346	FAM214A	538	997	596	490	893	814	884
ENSG00000047365	ARAP2	622	908	526	544	606	598	707
ENSG00000047410	TPR	8915	14250	8113	8747	11976	11711	14425
ENSG00000047457	CP	0	4	0	0	2	0	4
ENSG00000047578	KATNIP	842	1353	713	820	896	947	1060
ENSG00000047579	DTNBP1	261	415	237	273	419	347	474
ENSG00000047597	XK	6	8	3	8	9	12	19
ENSG00000047621	C12orf4	411	675	452	393	663	607	907
ENSG00000047634	SCML1	303	481	252	278	465	379	511
ENSG00000047644	WWC3	924	1532	886	953	1055	1006	1197
ENSG00000047648	ARHGAP6	466	786	372	378	568	568	586
ENSG00000047662	FAM184B	10	11	7	7	7	6	14
ENSG00000047849	MAP4	8476	14374	8779	9072	11696	11510	13795
ENSG00000047932	GOPC	1055	1711	1021	988	1412	1308	1580
ENSG00000047936	ROS1	5	1	0	2	0	2	5
ENSG00000048028	USP28	1002	1769	1003	1021	1192	1094	1304
ENSG00000048052	HDAC9	635	997	550	565	635	666	836
ENSG00000048140	TSPAN17	570	1017	711	628	755	669	868
ENSG00000048162	NOP16	1010	1675	1076	1059	1624	1543	2041
ENSG00000048342	CC2D2A	865	1461	782	812	982	933	1072
ENSG00000048392	RRM2B	1300	2164	1180	1225	1478	1384	1783
ENSG00000048405	ZNF800	749	1288	720	726	1021	1003	1295
ENSG00000048462	TNFRSF17	0	0	0	0	0	1	0
ENSG00000048471	SNX29	775	1237	706	726	931	980	1104
ENSG00000048544	MRPS10	1071	1810	1124	1073	1366	1300	1682
ENSG00000048545	GUCA1A	14	26	14	15	15	16	7
ENSG00000048649	RSF1	2706	4260	2490	2530	3780	3407	4308
ENSG00000048707	VPS13D	1733	2627	1297	1618	1792	1728	1961
ENSG00000048740	CELF2	35	63	47	39	63	57	60
ENSG00000048828	FAM120A	8357	14024	8308	8348	10801	10356	12617
ENSG00000048991	R3HDM1	1216	2045	1216	1251	1472	1521	1763
ENSG00000049089	COL9A2	859	1540	838	808	876	563	853
ENSG00000049130	KITLG	268	444	324	281	639	565	886
ENSG00000049167	ERCC8	183	225	131	111	189	165	163
ENSG00000049192	ADAMTS6	114	174	109	141	116	125	157
ENSG00000049239	H6PD	2945	4853	2681	2845	2945	2760	2969
ENSG00000049245	VAMP3	2323	3960	2309	2248	3261	3134	3788
ENSG00000049246	PER3	135	236	117	147	156	125	135
ENSG00000049247	UTS2	31	43	18	22	36	41	38
ENSG00000049249	TNFRSF9	10	13	8	11	13	13	13
ENSG00000049283	EPN3	10	15	0	9	2	7	5
ENSG00000049323	LTBP1	445	648	402	447	425	448	459
ENSG00000049449	RCN1	5964	9950	6318	5779	7015	6910	8300
ENSG00000049540	ELN	95	190	103	77	93	92	83
ENSG00000049541	RFC2	1193	1970	1270	1269	1991	1925	2620
ENSG00000049618	ARID1B	1559	2590	1477	1600	2032	1985	2400
ENSG00000049656	CLPTM1L	3621	6271	3896	3811	5587	4711	6345
ENSG00000049759	NEDD4L	2690	4698	2875	2909	4273	3829	4934
ENSG00000049768	FOXP3	10	14	5	6	12	8	9
ENSG00000049769	PPP1R3F	64	115	43	55	65	27	84
ENSG00000049860	HEXB	4774	8065	4605	4383	5771	5416	6404
ENSG00000049883	PTCD2	739	1098	613	780	811	738	924
ENSG00000050030	NEXMIF	0	2	0	1	1	1	0
ENSG00000050130	JKAMP	717	1250	760	685	1053	1126	1287
ENSG00000050165	DKK3	359	641	321	350	262	272	275
ENSG00000050327	ARHGEF5	118	227	135	147	155	143	209
ENSG00000050344	NFE2L3	1186	1932	1117	1194	1459	1143	1555
ENSG00000050393	MCUR1	629	1070	735	674	826	845	1003
ENSG00000050405	LIMA1	4094	6793	4018	3886	3986	3995	4847
ENSG00000050426	LETMD1	1899	3300	1924	1721	2084	2161	2338
ENSG00000050438	SLC4A8	115	197	89	130	135	126	157
ENSG00000050555	LAMC3	14	39	16	34	25	15	28
ENSG00000050628	PTGER3	0	0	0	0	1	0	0
ENSG00000050730	TNIP3	1	4	1	0	0	0	0
ENSG00000050748	MAPK9	1235	2107	1199	1282	1393	1403	1693
ENSG00000050767	COL23A1	0	0	1	0	0	0	0
ENSG00000050820	BCAR1	1129	1874	1262	1234	1759	1728	2335
ENSG00000051009	FHIP1B	425	643	373	420	564	539	687
ENSG00000051108	HERPUD1	972	1734	1051	979	1427	1297	1505
ENSG00000051128	HOMER3	1767	3222	2025	1958	2067	1206	2409
ENSG00000051180	RAD51	370	766	565	486	1065	1098	1413
ENSG00000051341	POLQ	612	1019	638	718	919	891	1297
ENSG00000051382	PIK3CB	1893	3061	1633	1775	2092	2070	2520
ENSG00000051523	CYBA	2204	3803	2612	2488	2992	2669	3362
ENSG00000051596	THOC3	1094	1818	1089	1047	1547	1603	1947
ENSG00000051620	HEBP2	332	575	344	327	449	290	561
ENSG00000051825	MPHOSPH9	1171	1884	1060	1187	1144	1127	1419
ENSG00000052126	PLEKHA5	1350	1991	1174	1233	2252	2201	2622
ENSG00000052344	PRSS8	0	1	0	0	1	2	2
ENSG00000052723	SIKE1	1299	2048	1101	1158	1671	1626	2073
ENSG00000052749	RRP12	4070	6554	4090	4165	5668	5433	6906
ENSG00000052795	FNIP2	439	805	443	482	671	671	794
ENSG00000052802	MSMO1	776	1333	901	764	979	945	1093
ENSG00000052841	TTC17	3056	4969	2763	2883	3564	3662	4283
ENSG00000052850	ALX4	276	412	231	244	290	265	328
ENSG00000053108	FSTL4	0	0	0	0	2	2	0
ENSG00000053254	FOXN3	1125	1710	1051	1152	1344	1242	1644
ENSG00000053328	METTL24	0	1	0	0	0	1	2
ENSG00000053371	AKR7A2	1444	2509	1563	1522	2087	1948	2503
ENSG00000053372	MRTO4	1966	3290	2074	2076	3592	3251	4301
ENSG00000053438	NNAT	25	4	14	15	22	10	15
ENSG00000053501	USE1	1162	2073	1270	1236	1507	1501	1748
ENSG00000053524	MCF2L2	12	18	15	11	22	10	12
ENSG00000053702	NRIP2	37	52	40	38	30	28	44
ENSG00000053747	LAMA3	140	127	121	137	99	111	151
ENSG00000053770	AP5M1	459	724	419	412	567	593	658
ENSG00000053900	ANAPC4	723	1127	634	647	808	763	940
ENSG00000053918	KCNQ1	0	0	0	1	0	0	0
ENSG00000054116	TRAPPC3	1056	1847	1135	1017	1497	1465	1968
ENSG00000054118	THRAP3	4414	7276	4401	4517	8469	7699	10686
ENSG00000054148	PHPT1	489	916	638	615	774	713	985
ENSG00000054179	ENTPD2	1	0	1	0	2	1	6
ENSG00000054219	LY75	3	14	12	15	13	2	12
ENSG00000054267	ARID4B	2115	3463	2309	1994	3001	2630	3359
ENSG00000054277	OPN3	85	211	111	108	93	95	116
ENSG00000054282	SDCCAG8	963	1511	974	925	1052	1054	1155
ENSG00000054356	PTPRN	6	0	11	8	6	4	0
ENSG00000054392	HHAT	233	335	231	200	239	208	269
ENSG00000054523	KIF1B	3251	5048	3018	3167	3955	3793	4725
ENSG00000054598	FOXC1	1049	1684	1000	1024	1149	985	1245
ENSG00000054611	TBC1D22A	490	822	481	381	613	527	589
ENSG00000054654	SYNE2	408	533	283	476	500	465	628
ENSG00000054690	PLEKHH1	456	719	337	410	560	633	650
ENSG00000054793	ATP9A	4388	6840	3863	4216	3976	3904	4704
ENSG00000054965	FAM168A	3570	5989	3446	3534	4342	4147	4997
ENSG00000054967	RELT	585	968	530	533	759	698	936
ENSG00000054983	GALC	515	846	459	453	537	503	543
ENSG00000055044	NOP58	2164	3497	2324	2162	4024	3705	4821
ENSG00000055070	SZRD1	4410	7341	4860	4751	6656	6540	8321
ENSG00000055118	KCNH2	0	0	2	0	0	0	0
ENSG00000055130	CUL1	2404	3768	2378	2265	2843	2664	3599
ENSG00000055147	FAM114A2	651	1122	647	667	865	799	1024
ENSG00000055163	CYFIP2	670	1126	597	716	989	947	1142
ENSG00000055208	TAB2	2121	3615	2006	2084	2268	2230	2516
ENSG00000055211	GINM1	721	1141	737	730	931	801	1011
ENSG00000055332	EIF2AK2	2257	3631	2083	2298	3431	3143	3676
ENSG00000055483	USP36	1603	2675	1378	1551	2039	2203	2521
ENSG00000055609	KMT2C	4201	6646	3620	4212	4573	4710	5400
ENSG00000055732	MCOLN3	64	67	55	49	100	94	76
ENSG00000055917	PUM2	3770	6156	3484	3716	4870	4615	5698
ENSG00000055950	MRPL43	1031	1779	1212	969	1270	1293	1581
ENSG00000055955	ITIH4	19	30	7	16	28	48	30
ENSG00000055957	ITIH1	1	0	0	0	0	0	0
ENSG00000056050	HPF1	426	713	442	428	476	501	567
ENSG00000056097	ZFR	3865	6226	3913	3770	5536	5267	6773
ENSG00000056277	ZNF280C	182	287	188	189	270	245	365
ENSG00000056291	NPFFR2	11	26	9	20	26	18	27
ENSG00000056487	PHF21B	244	425	201	237	353	290	401
ENSG00000056558	TRAF1	13009	22038	11528	11985	10141	10205	11206
ENSG00000056586	RC3H2	1909	3057	1627	1874	2159	2130	2568
ENSG00000056736	IL17RB	32	42	38	32	35	43	28
ENSG00000056972	TRAF3IP2	681	1102	634	634	713	753	870
ENSG00000056998	GYG2	205	450	224	226	232	258	301
ENSG00000057019	DCBLD2	10122	16628	10023	10169	18743	17265	23670
ENSG00000057252	SOAT1	2573	4228	2557	2506	3573	3416	4247
ENSG00000057294	PKP2	3	1	1	3	0	0	2
ENSG00000057468	MSH4	3	7	1	3	1	1	3
ENSG00000057593	F7	0	1	0	1	0	0	1
ENSG00000057608	GDI2	5975	10036	5778	5851	9144	8920	10887
ENSG00000057657	PRDM1	17	29	19	28	49	42	91
ENSG00000057663	ATG5	195	341	199	223	208	268	418
ENSG00000057704	TMCC3	93	167	109	136	208	196	291
ENSG00000057757	PITHD1	731	1211	778	659	1033	928	1257
ENSG00000057935	MTA3	1103	1959	1152	1063	1337	1307	1363
ENSG00000058056	USP13	548	948	562	547	684	648	805
ENSG00000058063	ATP11B	1978	3237	1890	1950	2478	2335	2865
ENSG00000058085	LAMC2	15	40	25	22	26	22	42
ENSG00000058091	CDK14	1357	2080	1239	1339	1612	1506	1834
ENSG00000058262	SEC61A1	8045	13693	8516	8315	11630	11869	14320
ENSG00000058272	PPP1R12A	3100	4849	2916	3060	4746	4544	5880
ENSG00000058335	RASGRF1	2	3	6	4	4	7	3
ENSG00000058404	CAMK2B	6	15	5	8	4	6	10
ENSG00000058453	CROCC	759	1187	703	699	961	578	1108
ENSG00000058600	POLR3E	1362	2366	1229	1321	1952	1681	2125
ENSG00000058668	ATP2B4	10294	16173	8510	10212	15067	14849	18113
ENSG00000058673	ZC3H11A	2746	3949	1877	2151	2843	3051	3934
ENSG00000058729	RIOK2	618	1183	668	634	1147	1114	1375
ENSG00000058799	YIPF1	305	516	335	305	314	363	424
ENSG00000058804	NDC1	2219	3807	2307	2222	2798	2793	3416
ENSG00000058866	DGKG	63	117	71	87	105	102	167
ENSG00000059122	FLYWCH1	904	1568	1000	937	1424	923	1607
ENSG00000059145	UNKL	600	1330	583	769	671	753	950
ENSG00000059377	TBXAS1	2131	3623	1925	1993	3188	3162	3469
ENSG00000059378	PARP12	571	892	505	532	593	623	636
ENSG00000059573	ALDH18A1	4762	7985	4978	4862	6465	6269	7806
ENSG00000059588	TARBP1	1275	2163	1291	1376	1530	1315	1803
ENSG00000059691	GATB	400	634	430	384	552	564	622
ENSG00000059728	MXD1	348	579	318	356	511	488	688
ENSG00000059758	CDK17	829	1366	710	758	1011	974	1218
ENSG00000059769	DNAJC25	152	218	157	181	247	222	289
ENSG00000059804	SLC2A3	2920	4930	2834	2664	3968	3822	3961
ENSG00000059915	PSD	11	31	11	5	10	16	12
ENSG00000060069	CTDP1	719	1190	767	730	944	815	1096
ENSG00000060138	YBX3	6710	11816	7092	7441	7300	7274	8156
ENSG00000060140	STYK1	2	1	1	1	5	1	3
ENSG00000060237	WNK1	5762	9079	5297	6062	7119	6961	8678
ENSG00000060339	CCAR1	2209	3412	2132	2293	3200	3044	3768
ENSG00000060491	OGFR	3716	6283	3909	3907	4918	3096	5844
ENSG00000060558	GNA15	1	3	1	1	0	1	0
ENSG00000060566	CREB3L3	2	2	1	3	1	4	3
ENSG00000060642	PIGV	653	1050	630	613	818	707	876
ENSG00000060656	PTPRU	1014	1686	951	1015	1130	1114	1321
ENSG00000060688	SNRNP40	1536	2560	1610	1589	2478	2561	3216
ENSG00000060709	RIMBP2	1	0	0	0	1	0	0
ENSG00000060718	COL11A1	15422	25229	14231	15140	18373	17291	20554
ENSG00000060749	QSER1	2553	4133	2364	2473	3534	3469	4729
ENSG00000060762	MPC1	427	747	439	453	614	569	684
ENSG00000060971	ACAA1	1127	1854	1174	1126	1545	1514	1861
ENSG00000060982	BCAT1	3038	5114	3117	3045	4782	4374	5716
ENSG00000061273	HDAC7	1351	2187	1390	1390	1650	1574	1842
ENSG00000061337	LZTS1	2198	3727	2189	2332	2740	2517	2895
ENSG00000061455	PRDM6	20	24	6	12	9	9	8
ENSG00000061656	SPAG4	150	284	132	121	209	200	153
ENSG00000061676	NCKAP1	4695	7746	4516	4620	4924	4776	6228
ENSG00000061794	MRPS35	1949	3154	1987	1986	2300	2290	2846
ENSG00000061936	SFSWAP	2474	4091	2503	2434	3139	2833	3551
ENSG00000061938	TNK2	951	1530	887	935	999	847	1155
ENSG00000061987	MON2	1861	2838	1537	1836	2307	2092	2756
ENSG00000062038	CDH3	11	22	14	10	13	6	13
ENSG00000062194	GPBP1	2305	3748	2232	2230	2545	2415	2881
ENSG00000062282	DGAT2	197	327	214	189	251	208	259
ENSG00000062370	ZNF112	173	283	143	148	264	255	326
ENSG00000062485	CS	7150	12052	7263	7351	9791	10117	12226
ENSG00000062524	LTK	21	20	4	25	22	30	19
ENSG00000062582	MRPS24	1470	2521	1704	1566	2282	2334	2946
ENSG00000062598	ELMO2	968	1547	1022	1059	1251	1174	1559
ENSG00000062650	WAPL	2995	4703	2904	2786	3563	3312	4339
ENSG00000062716	VMP1	3095	5277	3177	3057	3540	3653	4359
ENSG00000062725	APPBP2	1154	1762	1061	1020	1276	1239	1469
ENSG00000062822	POLD1	2423	3989	2722	2785	3861	3637	4687
ENSG00000063015	SEZ6	0	5	3	0	0	0	4
ENSG00000063046	EIF4B	27551	45389	27031	26357	29721	29107	32642
ENSG00000063127	SLC6A16	19	23	22	18	9	19	10
ENSG00000063169	BICRA	964	1438	917	995	1210	1178	1550
ENSG00000063176	SPHK2	1028	1886	1153	1139	1486	1293	1837
ENSG00000063177	RPL18	18910	32932	20004	19290	25563	25387	30705
ENSG00000063180	CA11	280	529	329	323	396	182	355
ENSG00000063241	ISOC2	687	1124	716	663	709	706	842
ENSG00000063244	U2AF2	6574	11194	7163	7132	12461	10713	16598
ENSG00000063245	EPN1	6128	10580	6802	6646	9706	9011	11723
ENSG00000063322	MED29	1691	2763	1600	1737	2346	2273	2893
ENSG00000063438	AHRR	2143	3375	1874	1940	1746	1583	1852
ENSG00000063515	GSC2	0	0	0	0	0	0	2
ENSG00000063587	ZNF275	338	577	281	326	417	425	541
ENSG00000063601	MTMR1	1217	1842	1120	1117	1279	1188	1594
ENSG00000063660	GPC1	2897	5074	3383	3280	3489	3303	4383
ENSG00000063761	ADCK1	91	166	64	106	151	131	153
ENSG00000063854	HAGH	922	1575	949	961	1239	1184	1492
ENSG00000063978	RNF4	1400	2328	1527	1505	1919	1888	2484
ENSG00000064012	CASP8	714	1170	663	702	1047	1009	1315
ENSG00000064042	LIMCH1	1176	1921	1261	1313	1777	1724	2316
ENSG00000064102	INTS13	2130	3583	2011	2009	2340	2277	2673
ENSG00000064115	TM7SF3	2558	4406	2729	2745	4035	3899	4795
ENSG00000064195	DLX3	2	6	1	1	3	0	2
ENSG00000064199	SPA17	425	767	462	392	591	543	658
ENSG00000064201	TSPAN32	0	0	1	0	0	1	1
ENSG00000064205	CCN5	10	15	14	12	1	6	14
ENSG00000064225	ST3GAL6	270	460	313	217	335	334	442
ENSG00000064270	ATP2C2	7	5	0	0	0	9	1
ENSG00000064300	NGFR	143	238	241	210	281	232	441
ENSG00000064309	CDON	945	1663	784	956	955	1057	1068
ENSG00000064313	TAF2	1235	1949	1225	1301	1801	1635	2080
ENSG00000064393	HIPK2	7184	11417	6078	6657	6818	6483	7974
ENSG00000064419	TNPO3	2912	4780	2831	2969	4397	4256	5355
ENSG00000064489	BORCS8-MEF2B	9	32	4	19	22	13	34
ENSG00000064490	RFXANK	1080	1884	1257	1135	1534	1398	1833
ENSG00000064545	TMEM161A	1017	1774	1140	958	1437	1383	1600
ENSG00000064547	LPAR2	337	514	311	277	222	179	252
ENSG00000064601	CTSA	6092	10068	6077	6052	6708	6795	8087
ENSG00000064607	SUGP2	4956	7550	4400	4725	5746	5507	6568
ENSG00000064651	SLC12A2	4256	7025	4247	4229	5932	5610	7592
ENSG00000064652	SNX24	616	1073	591	578	671	635	788
ENSG00000064655	EYA2	5	5	10	3	10	7	12
ENSG00000064666	CNN2	1558	2675	1794	1671	1694	1662	2041
ENSG00000064687	ABCA7	196	377	193	199	224	202	270
ENSG00000064692	SNCAIP	0	3	0	0	0	0	0
ENSG00000064703	DDX20	589	868	742	602	964	879	889
ENSG00000064726	BTBD1	2903	4985	2885	2848	4190	4072	5058
ENSG00000064763	FAR2	523	804	523	470	567	482	616
ENSG00000064787	BCAS1	12	25	11	10	13	10	11
ENSG00000064886	CHI3L2	29	76	32	28	40	29	51
ENSG00000064932	SBNO2	3934	6834	4026	4102	3975	3601	4279
ENSG00000064933	PMS1	560	945	537	569	682	720	873
ENSG00000064961	HMG20B	4541	7871	4769	4644	5085	4841	5600
ENSG00000064989	CALCRL	0	4	0	1	1	1	1
ENSG00000064995	TAF11	503	871	517	504	788	712	957
ENSG00000064999	ANKS1A	1219	2010	1240	1147	1518	1429	1726
ENSG00000065000	AP3D1	4887	8167	5083	5012	6683	6364	7852
ENSG00000065029	ZNF76	318	459	279	295	385	406	442
ENSG00000065054	SLC9A3R2	1536	2538	1684	1532	1925	1844	2182
ENSG00000065057	NTHL1	604	999	584	547	901	857	975
ENSG00000065060	UHRF1BP1	683	1068	677	713	964	891	1106
ENSG00000065135	GNAI3	2384	4096	2382	2316	3899	3869	4979
ENSG00000065150	IPO5	7999	13780	8246	8389	10708	10542	13553
ENSG00000065154	OAT	4877	8222	5014	4828	5324	5282	6560
ENSG00000065183	WDR3	3851	6515	3809	3853	5449	5444	6885
ENSG00000065243	PKN2	1423	2314	1337	1400	1925	1931	2392
ENSG00000065268	WDR18	1677	2913	1855	1839	2561	2573	3216
ENSG00000065308	TRAM2	3821	6129	3744	3894	4634	4538	5924
ENSG00000065320	NTN1	491	850	522	530	654	489	857
ENSG00000065325	GLP2R	1	2	1	0	2	0	2
