ensembl	symbol	IPC-DMSO-A	IPC-DMSO-B	IPC-DMSO-C	IPC-DMSO-D	IPC-GiB-A	IPC-GiB-B	IPC-GiB-C
ENSG00000029639	TFB1M	1113	1481	922	1301	885	942	1071
ENSG00000029725	RABEP1	1941	2574	1583	2308	1605	1700	1715
ENSG00000029993	HMGB3	2079	2811	1669	2254	1461	1645	1739
ENSG00000030066	NUP160	1836	2706	1459	2179	1566	1664	1681
ENSG00000030110	BAK1	1363	1938	1068	1603	1080	1084	1276
ENSG00000030419	IKZF2	4	2	3	0	5	3	5
ENSG00000030582	GRN	9535	12848	7561	11111	6468	7575	7814
ENSG00000031003	FAM13B	2001	2700	1296	1879	1534	1665	1927
ENSG00000031081	ARHGAP31	2836	3889	2205	3302	2335	2412	2581
ENSG00000031691	CENPQ	826	1092	718	924	636	710	753
ENSG00000031698	SARS1	10607	14243	8742	12345	8212	8891	9490
ENSG00000031823	RANBP3	2487	3341	1964	2909	1850	2006	2184
ENSG00000032219	ARID4A	856	1051	772	972	716	762	755
ENSG00000032389	EIPR1	882	1141	628	1002	579	706	758
ENSG00000032444	PNPLA6	6269	8123	4871	7073	4470	4833	5018
ENSG00000032742	IFT88	368	492	330	415	291	338	300
ENSG00000033011	ALG1	857	1278	679	1072	709	670	796
ENSG00000033030	ZCCHC8	1244	1776	1003	1426	945	1126	1089
ENSG00000033050	ABCF2	4057	5645	3052	4361	3070	3251	3703
ENSG00000033100	CHPF2	1892	2474	1373	1936	1324	1436	1528
ENSG00000033122	LRRC7	51	61	37	53	30	27	34
ENSG00000033170	FUT8	337	552	327	496	314	335	330
ENSG00000033178	UBA6	2515	3469	2100	3034	2032	2301	2309
ENSG00000033327	GAB2	4983	7066	4104	6224	4339	4551	4780
ENSG00000033627	ATP6V0A1	2854	4140	2486	3534	2377	2617	2544
ENSG00000033800	PIAS1	1471	1991	1192	1821	1198	1302	1290
ENSG00000033867	SLC4A7	1741	2483	1599	2096	1357	1525	1582
ENSG00000034053	APBA2	122	134	75	99	101	82	120
ENSG00000034152	MAP2K3	2871	3686	2201	3211	2110	2200	2353
ENSG00000034510	TMSB10	25504	33768	19995	26496	17090	18875	21207
ENSG00000034533	ASTE1	265	334	233	265	210	174	231
ENSG00000034677	RNF19A	2967	4061	2437	3539	2303	2491	2506
ENSG00000034693	PEX3	1074	1371	807	1166	760	875	889
ENSG00000034713	GABARAPL2	2248	2832	1757	2429	1610	1779	1900
ENSG00000035115	SH3YL1	102	129	55	102	100	83	90
ENSG00000035141	FAM136A	2207	2936	1602	2132	1714	1817	2130
ENSG00000035403	VCL	5131	7120	4443	6506	4471	4776	4693
ENSG00000035499	DEPDC1B	919	1313	837	1066	679	743	831
ENSG00000035664	DAPK2	16	13	6	13	6	16	6
ENSG00000035681	NSMAF	2798	3957	2216	3070	2259	2268	2559
ENSG00000035687	ADSS2	3506	4776	2759	3993	2649	2805	3041
ENSG00000035862	TIMP2	29538	38574	24340	34932	22080	24027	23675
ENSG00000035928	RFC1	4388	6109	3880	5592	3673	4098	4022
ENSG00000036054	TBC1D23	1396	2129	1268	1718	1214	1329	1306
ENSG00000036257	CUL3	3640	5088	3039	4311	3106	3176	3468
ENSG00000036448	MYOM2	0	0	2	0	0	0	0
ENSG00000036549	ZZZ3	1995	2890	1744	2381	1688	1790	1888
ENSG00000036565	SLC18A1	8	22	4	9	9	4	3
ENSG00000036672	USP2	68	97	68	93	45	82	68
ENSG00000036828	CASR	148	153	96	138	81	99	101
ENSG00000037042	TUBG2	513	644	404	635	370	366	389
ENSG00000037241	RPL26L1	1287	1562	956	1341	882	1004	1180
ENSG00000037280	FLT4	3	1	2	5	2	4	3
ENSG00000037474	NSUN2	3049	4105	2322	3461	2547	2485	2708
ENSG00000037637	FBXO42	891	1129	670	985	716	722	784
ENSG00000037749	MFAP3	1050	1497	915	1217	944	1027	1031
ENSG00000037757	MRI1	2399	3351	1866	2797	1863	2014	2203
ENSG00000037897	METTL1	481	595	350	432	339	372	422
ENSG00000037965	HOXC8	363	479	288	444	294	322	330
ENSG00000038002	AGA	683	891	545	732	483	487	536
ENSG00000038210	PI4K2B	1808	2466	1488	2094	1328	1482	1479
ENSG00000038219	BOD1L1	3301	4310	2883	4102	2822	2996	2977
ENSG00000038274	MAT2B	2181	2972	1662	2268	1675	1776	1911
ENSG00000038358	EDC4	3543	4825	2791	3852	2725	2989	3106
ENSG00000038382	TRIO	1981	2248	1513	2138	1589	1449	1639
ENSG00000038427	VCAN	413	602	361	486	379	325	324
ENSG00000038532	CLEC16A	1165	1703	877	1447	965	1010	1000
ENSG00000039068	CDH1	0	3	5	1	4	2	0
ENSG00000039123	MTREX	3713	5164	2983	4258	2941	3267	3555
ENSG00000039139	DNAH5	1	4	0	3	1	1	0
ENSG00000039319	ZFYVE16	7324	10931	6592	9523	7490	7532	7797
ENSG00000039523	RIPOR1	5158	6975	3902	6148	4226	4306	4014
ENSG00000039560	RAI14	3651	4988	3039	4478	2965	3220	3298
ENSG00000039600	SOX30	4	1	2	1	2	0	0
ENSG00000039650	PNKP	673	984	532	748	506	567	572
ENSG00000039987	BEST2	2	4	1	2	1	2	1
ENSG00000040199	PHLPP2	641	891	529	802	531	546	609
ENSG00000040275	SPDL1	1431	1801	1110	1639	1076	1149	1223
ENSG00000040341	STAU2	1025	1465	943	1265	871	891	887
ENSG00000040487	SLC66A1	951	1260	708	1004	653	772	799
ENSG00000040531	CTNS	694	803	449	768	442	470	531
ENSG00000040608	RTN4R	149	201	133	181	130	122	138
ENSG00000040633	PHF23	1682	2286	1193	1794	1162	1327	1464
ENSG00000040933	INPP4A	1206	1629	979	1522	985	1089	1169
ENSG00000041353	RAB27B	0	0	1	0	0	0	0
ENSG00000041357	PSMA4	3303	4276	2564	3602	2524	2707	3175
ENSG00000041515	MYO16	6	7	7	9	8	11	3
ENSG00000041802	LSG1	2776	3823	2130	3092	2101	2372	2532
ENSG00000041880	PARP3	395	553	309	398	292	337	314
ENSG00000041982	TNC	5524	8170	4179	6034	3581	3841	4237
ENSG00000041988	THAP3	487	566	308	484	292	308	319
ENSG00000042062	RIPOR3	0	5	2	1	3	2	4
ENSG00000042088	TDP1	573	721	427	641	459	470	480
ENSG00000042286	AIFM2	3482	4728	2655	3680	2482	2707	3072
ENSG00000042317	SPATA7	71	62	41	65	55	55	41
ENSG00000042429	MED17	115	204	88	45	139	30	32
ENSG00000042445	RETSAT	5631	7678	4644	6588	4088	4523	4496
ENSG00000042493	CAPG	499	570	374	511	321	351	400
ENSG00000042753	AP2S1	4263	5602	3315	4538	2809	3232	3349
ENSG00000042781	USH2A	35	44	27	34	27	36	37
ENSG00000042832	TG	1	1	0	0	0	0	1
ENSG00000043093	DCUN1D1	1921	2520	1447	2177	1520	1703	1692
ENSG00000043143	JADE2	2314	3282	1709	2591	1814	1882	2205
ENSG00000043355	ZIC2	9	15	14	8	6	14	6
ENSG00000043462	LCP2	21	28	21	31	20	15	17
ENSG00000043514	TRIT1	331	438	282	413	283	242	268
ENSG00000043591	ADRB1	14	26	11	13	9	19	12
ENSG00000044090	CUL7	1078	1449	862	1224	736	881	1048
ENSG00000044115	CTNNA1	10602	14550	8824	12567	8172	8841	9132
ENSG00000044446	PHKA2	742	1019	546	810	616	618	668
ENSG00000044459	CNTLN	517	715	448	714	446	476	470
ENSG00000044524	EPHA3	1479	2150	1331	1807	1272	1429	1399
ENSG00000044574	HSPA5	21262	29044	15676	22521	14534	16131	17309
ENSG00000046604	DSG2	419	553	371	548	333	302	332
ENSG00000046647	GEMIN8	299	319	252	309	216	258	264
ENSG00000046651	OFD1	616	755	459	632	494	472	570
ENSG00000046653	GPM6B	8400	11061	6705	9707	6299	6819	7083
ENSG00000046774	MAGEC2	95	83	57	85	64	69	90
ENSG00000046889	PREX2	0	0	0	1	1	0	0
ENSG00000047056	WDR37	858	1328	757	998	782	740	823
ENSG00000047188	YTHDC2	1396	1872	1054	1627	1026	1182	1160
ENSG00000047230	CTPS2	1100	1654	965	1319	891	933	1018
ENSG00000047249	ATP6V1H	2740	3330	2202	2964	1918	2274	2497
ENSG00000047315	POLR2B	4904	6702	4105	5637	4048	4377	4507
ENSG00000047346	FAM214A	477	651	432	570	401	381	373
ENSG00000047365	ARAP2	303	437	268	392	287	252	314
ENSG00000047410	TPR	5331	7799	4668	6664	4583	4913	4982
ENSG00000047457	CP	2	2	0	1	0	1	0
ENSG00000047578	KATNIP	732	1027	556	875	592	638	641
ENSG00000047579	DTNBP1	798	1065	645	819	582	654	729
ENSG00000047597	XK	62	92	52	90	51	54	64
ENSG00000047621	C12orf4	1289	1780	1064	1459	1049	1032	1157
ENSG00000047634	SCML1	323	394	218	322	233	239	248
ENSG00000047644	WWC3	2261	3187	1902	2800	1871	2040	2090
ENSG00000047648	ARHGAP6	1	0	0	1	0	1	0
ENSG00000047662	FAM184B	191	233	161	217	144	148	180
ENSG00000047849	MAP4	14456	20029	12039	17763	11873	12375	12736
ENSG00000047932	GOPC	2141	2924	1738	2494	1693	1921	1938
ENSG00000047936	ROS1	3	3	0	3	1	1	1
ENSG00000048028	USP28	1128	1546	974	1369	879	1011	959
ENSG00000048052	HDAC9	1063	1508	788	1190	838	873	960
ENSG00000048140	TSPAN17	1502	2081	1212	1685	1072	1183	1266
ENSG00000048162	NOP16	1421	1998	1031	1447	1012	1165	1327
ENSG00000048342	CC2D2A	1130	1688	955	1321	1013	1059	1146
ENSG00000048392	RRM2B	1447	2018	1166	1636	1008	1128	1210
ENSG00000048405	ZNF800	1093	1490	882	1195	870	865	985
ENSG00000048471	SNX29	529	816	468	659	456	522	498
ENSG00000048544	MRPS10	2319	3053	1938	2661	1803	1928	2143
ENSG00000048545	GUCA1A	9	12	11	20	10	8	9
ENSG00000048649	RSF1	2430	3314	2066	2891	1983	2147	2212
ENSG00000048707	VPS13D	1476	2161	1385	2019	1527	1384	1489
ENSG00000048740	CELF2	9512	12888	7843	11667	7532	8000	8040
ENSG00000048828	FAM120A	7534	10086	5982	8738	6257	6542	6499
ENSG00000048991	R3HDM1	2226	3197	1765	2652	1981	2125	2136
ENSG00000049089	COL9A2	161	173	133	124	104	128	109
ENSG00000049130	KITLG	1158	1511	898	1224	902	941	901
ENSG00000049167	ERCC8	135	152	102	139	66	82	110
ENSG00000049192	ADAMTS6	12	26	26	29	8	9	16
ENSG00000049239	H6PD	828	1259	777	1095	761	720	721
ENSG00000049245	VAMP3	4806	6492	3897	5398	3454	3926	4138
ENSG00000049246	PER3	1970	2884	1662	2458	1668	1839	1854
ENSG00000049249	TNFRSF9	11	7	4	11	3	3	4
ENSG00000049283	EPN3	1	1	0	0	0	3	2
ENSG00000049323	LTBP1	224	303	181	296	215	188	200
ENSG00000049449	RCN1	5933	7814	4540	6470	4187	4505	5078
ENSG00000049540	ELN	0	1	0	1	0	0	1
ENSG00000049541	RFC2	3082	4118	2535	3257	2299	2434	2611
ENSG00000049618	ARID1B	2350	3261	1953	2888	2088	2310	2293
ENSG00000049656	CLPTM1L	3370	4287	2529	3567	2309	2621	2956
ENSG00000049759	NEDD4L	6743	9531	5492	8106	5832	6148	6351
ENSG00000049768	FOXP3	11	16	9	10	13	11	16
ENSG00000049769	PPP1R3F	85	119	87	114	50	66	66
ENSG00000049860	HEXB	5319	6824	4221	5960	3904	4077	4447
ENSG00000049883	PTCD2	399	599	414	546	360	405	400
ENSG00000050130	JKAMP	1830	2323	1471	1987	1290	1403	1493
ENSG00000050165	DKK3	93	143	101	117	76	82	77
ENSG00000050327	ARHGEF5	463	801	416	559	377	386	474
ENSG00000050344	NFE2L3	441	557	338	589	369	322	327
ENSG00000050393	MCUR1	1526	2063	1213	1678	1201	1247	1376
ENSG00000050405	LIMA1	6988	9370	5624	8245	5504	6003	6358
ENSG00000050426	LETMD1	552	758	425	624	533	544	522
ENSG00000050438	SLC4A8	48	48	23	38	14	22	25
ENSG00000050555	LAMC3	89	95	77	80	48	65	54
ENSG00000050628	PTGER3	3	3	4	2	0	0	1
ENSG00000050748	MAPK9	1211	1641	1017	1357	983	994	1001
ENSG00000050820	BCAR1	4495	5790	3444	4935	3299	3683	3715
ENSG00000051009	FHIP1B	706	1091	604	890	576	644	657
ENSG00000051108	HERPUD1	2847	3994	2320	3175	2279	2333	2599
ENSG00000051128	HOMER3	2015	2754	1550	2124	1346	1476	1619
ENSG00000051180	RAD51	1233	1605	1008	1442	831	902	1010
ENSG00000051341	POLQ	1054	1545	878	1286	888	925	992
ENSG00000051382	PIK3CB	4690	6388	3767	5769	3678	3881	3980
ENSG00000051523	CYBA	1283	1791	947	1376	793	894	1080
ENSG00000051596	THOC3	1844	2363	1337	1963	1330	1513	1561
ENSG00000051620	HEBP2	1367	1767	1064	1586	958	1081	1223
ENSG00000051825	MPHOSPH9	1472	2157	1283	1798	1147	1329	1266
ENSG00000052126	PLEKHA5	2199	3016	1822	2809	2073	2080	2211
ENSG00000052344	PRSS8	0	1	0	0	0	0	0
ENSG00000052723	SIKE1	1585	2393	1414	1963	1294	1404	1524
ENSG00000052749	RRP12	2865	3881	2010	3086	2289	2446	2594
ENSG00000052795	FNIP2	2945	4027	2393	3518	2448	2540	2556
ENSG00000052802	MSMO1	5452	7723	4540	6405	4147	4389	4742
ENSG00000052841	TTC17	2105	3088	1802	2673	1771	2003	2101
ENSG00000052850	ALX4	0	0	0	1	0	0	1
ENSG00000053108	FSTL4	4	0	2	1	2	0	5
ENSG00000053254	FOXN3	562	793	560	779	549	561	530
ENSG00000053328	METTL24	0	0	0	0	0	0	1
ENSG00000053371	AKR7A2	1882	2396	1485	2174	1317	1478	1584
ENSG00000053372	MRTO4	3737	4837	2899	4022	2841	3136	3511
ENSG00000053438	NNAT	18	18	6	15	10	13	15
ENSG00000053501	USE1	1072	1410	849	1217	716	837	921
ENSG00000053524	MCF2L2	65	97	71	77	51	45	51
ENSG00000053702	NRIP2	44	46	29	33	38	37	35
ENSG00000053747	LAMA3	15	47	29	45	25	28	36
ENSG00000053770	AP5M1	1108	1442	853	1243	885	929	920
ENSG00000053900	ANAPC4	1216	1798	964	1415	996	1017	1103
ENSG00000053918	KCNQ1	1	1	1	0	0	0	6
ENSG00000054116	TRAPPC3	2040	2939	1615	2207	1488	1637	1971
ENSG00000054118	THRAP3	8389	11480	6602	9284	6813	7093	7991
ENSG00000054148	PHPT1	748	1088	642	794	524	566	721
ENSG00000054179	ENTPD2	0	0	0	0	0	0	1
ENSG00000054219	LY75	10	7	10	9	3	5	7
ENSG00000054267	ARID4B	1258	1600	1020	1358	1049	1126	1202
ENSG00000054277	OPN3	51	94	48	68	43	56	41
ENSG00000054282	SDCCAG8	494	725	423	612	397	439	485
ENSG00000054356	PTPRN	0	0	6	3	0	0	1
ENSG00000054392	HHAT	262	342	184	287	213	169	223
ENSG00000054523	KIF1B	3666	5127	3293	4566	3175	3353	3462
ENSG00000054598	FOXC1	162	217	125	208	120	145	156
ENSG00000054611	TBC1D22A	1206	1725	1002	1536	966	1053	1147
ENSG00000054654	SYNE2	779	1087	742	1084	979	844	722
ENSG00000054690	PLEKHH1	1554	2150	1329	1833	1324	1396	1268
ENSG00000054793	ATP9A	846	1144	749	1044	649	718	715
ENSG00000054965	FAM168A	2338	3070	1810	2560	1748	1923	1942
ENSG00000054967	RELT	605	855	437	676	481	479	526
ENSG00000054983	GALC	801	1074	610	906	566	632	659
ENSG00000055044	NOP58	5105	6349	3951	5403	4020	4582	4822
ENSG00000055070	SZRD1	8831	12466	7044	10084	6539	7197	8038
ENSG00000055130	CUL1	3392	4607	2577	3757	2748	2840	2966
ENSG00000055147	FAM114A2	791	1158	591	910	607	659	675
ENSG00000055163	CYFIP2	341	478	266	447	277	291	316
ENSG00000055208	TAB2	2557	3480	2077	3101	2172	2171	2338
ENSG00000055211	GINM1	1198	1531	976	1489	929	949	985
ENSG00000055332	EIF2AK2	3260	4107	2624	3724	2748	2905	2812
ENSG00000055483	USP36	2873	4156	2416	3708	2547	2711	3107
ENSG00000055609	KMT2C	2005	2394	1596	2457	1811	1720	1625
ENSG00000055732	MCOLN3	934	1303	774	967	698	793	813
ENSG00000055813	CCDC85A	0	0	3	0	2	0	0
ENSG00000055917	PUM2	3467	4615	2844	4014	2790	2881	3057
ENSG00000055950	MRPL43	1473	2322	1282	2039	1229	1372	1419
ENSG00000055955	ITIH4	2	0	0	0	0	0	1
ENSG00000056050	HPF1	939	1265	724	1000	690	744	845
ENSG00000056097	ZFR	4552	6263	3530	5367	4041	4254	4423
ENSG00000056277	ZNF280C	214	339	200	300	185	190	206
ENSG00000056291	NPFFR2	3	0	0	0	1	4	1
ENSG00000056487	PHF21B	1	0	0	5	2	1	1
ENSG00000056558	TRAF1	211	296	186	231	162	172	178
ENSG00000056586	RC3H2	2130	3092	1901	2740	1787	1961	1936
ENSG00000056736	IL17RB	17	29	9	21	11	20	27
ENSG00000056972	TRAF3IP2	2500	3278	1907	2820	2140	2231	2325
ENSG00000056998	GYG2	4089	5258	3108	4423	3040	3237	3418
ENSG00000057019	DCBLD2	11807	16164	9639	14063	9342	10083	10266
ENSG00000057252	SOAT1	3229	4605	2629	3691	2482	2705	2811
ENSG00000057294	PKP2	1	0	1	1	1	2	0
ENSG00000057468	MSH4	5	3	3	1	4	4	4
ENSG00000057593	F7	0	2	1	1	0	0	1
ENSG00000057608	GDI2	16310	22252	12866	18193	12986	14021	15122
ENSG00000057657	PRDM1	11	7	2	8	6	8	6
ENSG00000057663	ATG5	818	1414	824	1161	652	792	845
ENSG00000057704	TMCC3	29	44	29	35	27	23	33
ENSG00000057757	PITHD1	1598	2252	1307	1944	1259	1407	1603
ENSG00000057935	MTA3	1266	1857	1096	1564	1072	1125	1247
ENSG00000058056	USP13	1459	2170	1237	1867	1111	1346	1452
ENSG00000058063	ATP11B	3615	5113	3154	4448	3009	3242	3306
ENSG00000058085	LAMC2	10	11	7	8	1	8	7
ENSG00000058091	CDK14	835	1230	778	1173	725	792	794
ENSG00000058262	SEC61A1	17260	23730	13175	19228	12990	13592	15346
ENSG00000058272	PPP1R12A	2534	3367	2159	3035	2108	2340	2276
ENSG00000058335	RASGRF1	300	390	219	336	211	262	239
ENSG00000058404	CAMK2B	3	0	0	0	3	1	1
ENSG00000058453	CROCC	2589	3204	1905	2596	1665	1942	1954
ENSG00000058600	POLR3E	782	1156	641	935	817	665	845
ENSG00000058668	ATP2B4	4718	7128	4665	6718	4502	4816	4237
ENSG00000058673	ZC3H11A	1771	3174	1595	2501	1904	1868	1963
ENSG00000058729	RIOK2	827	1143	657	918	681	760	869
ENSG00000058799	YIPF1	486	747	382	616	351	494	503
ENSG00000058804	NDC1	3298	4349	2632	3649	2562	2706	2904
ENSG00000058866	DGKG	354	524	251	472	282	287	339
ENSG00000059122	FLYWCH1	1696	2161	1188	1816	1116	1288	1440
ENSG00000059145	UNKL	446	771	465	633	481	453	491
ENSG00000059377	TBXAS1	11	25	11	16	13	21	16
ENSG00000059378	PARP12	1140	1549	856	1292	784	904	899
ENSG00000059573	ALDH18A1	4099	5809	3209	4830	3080	3626	3762
ENSG00000059588	TARBP1	933	1276	819	1108	756	815	852
ENSG00000059691	GATB	753	999	495	754	534	567	617
ENSG00000059728	MXD1	415	550	311	473	331	299	335
ENSG00000059758	CDK17	916	1196	722	1104	708	830	817
ENSG00000059769	DNAJC25	253	344	192	237	160	248	172
ENSG00000059804	SLC2A3	867	1118	799	1122	697	833	700
ENSG00000059915	PSD	8	8	4	8	1	1	4
ENSG00000060069	CTDP1	932	1185	708	1048	711	788	814
ENSG00000060138	YBX3	6775	9562	5535	8109	5166	5950	5828
ENSG00000060140	STYK1	94	127	77	102	92	77	63
ENSG00000060237	WNK1	7599	11375	6598	9936	6926	6957	7493
ENSG00000060339	CCAR1	3111	4180	2501	3628	2486	2765	2963
ENSG00000060491	OGFR	3593	4850	2693	3758	2604	2725	3051
ENSG00000060558	GNA15	0	1	0	0	0	0	0
ENSG00000060566	CREB3L3	0	2	0	1	2	0	0
ENSG00000060642	PIGV	547	651	397	575	385	414	403
ENSG00000060656	PTPRU	171	216	133	233	165	141	160
ENSG00000060688	SNRNP40	1690	2273	1349	1885	1360	1391	1563
ENSG00000060718	COL11A1	3	7	2	0	4	0	2
ENSG00000060749	QSER1	2826	3831	2135	3158	2451	2467	2612
ENSG00000060762	MPC1	1382	1953	1098	1505	944	1087	1239
ENSG00000060971	ACAA1	1571	2006	1179	1734	1060	1204	1381
ENSG00000060982	BCAT1	541	694	465	594	487	461	549
ENSG00000061273	HDAC7	650	958	546	733	491	498	506
ENSG00000061337	LZTS1	11863	16226	9470	13980	9009	9924	10952
ENSG00000061455	PRDM6	3	2	0	1	0	2	2
ENSG00000061656	SPAG4	20	33	27	33	16	19	17
ENSG00000061676	NCKAP1	10155	14299	8344	12140	8315	8889	9312
ENSG00000061794	MRPS35	2011	2519	1450	2117	1580	1657	1863
ENSG00000061918	GUCY1B1	142	163	90	135	76	113	103
ENSG00000061936	SFSWAP	3832	4932	3073	4371	2922	3206	3290
ENSG00000061938	TNK2	2199	2855	1712	2411	1635	1761	1677
ENSG00000061987	MON2	1453	2259	1484	2034	1183	1426	1467
ENSG00000062038	CDH3	106	168	103	144	117	107	82
ENSG00000062194	GPBP1	1752	2365	1332	2029	1268	1370	1522
ENSG00000062282	DGAT2	387	545	320	436	248	297	334
ENSG00000062370	ZNF112	287	439	211	322	220	233	261
ENSG00000062485	CS	9991	13595	8193	11863	8013	8668	8979
ENSG00000062524	LTK	60	98	57	80	41	42	67
ENSG00000062582	MRPS24	2155	2954	1708	2374	1562	1755	2002
ENSG00000062598	ELMO2	1689	2391	1444	2012	1280	1478	1503
ENSG00000062650	WAPL	3271	4493	2627	3643	2784	2821	3119
ENSG00000062716	VMP1	6891	9074	5731	7934	5459	5627	5840
ENSG00000062725	APPBP2	1500	2238	1212	1761	1213	1367	1401
ENSG00000062822	POLD1	2569	3411	2118	3182	2007	2278	2189
ENSG00000063015	SEZ6	1	0	0	0	3	0	1
ENSG00000063046	EIF4B	19685	27134	16219	23190	15324	17166	17981
ENSG00000063127	SLC6A16	47	46	30	34	23	26	30
ENSG00000063169	BICRA	747	1031	579	888	551	610	618
ENSG00000063176	SPHK2	845	1190	662	922	644	719	774
ENSG00000063177	RPL18	14479	20625	11740	16192	10312	11681	13331
ENSG00000063180	CA11	116	193	99	154	109	110	95
ENSG00000063241	ISOC2	3693	5368	2961	4208	2679	2806	3177
ENSG00000063244	U2AF2	11266	15522	8473	12071	8198	8986	10473
ENSG00000063245	EPN1	8646	11738	7008	10351	6542	7111	7334
ENSG00000063322	MED29	1418	1774	1112	1597	1056	1070	1117
ENSG00000063438	AHRR	1786	2323	1290	1768	1332	1301	1496
ENSG00000063515	GSC2	1	1	0	0	0	0	0
ENSG00000063587	ZNF275	553	807	465	670	474	522	529
ENSG00000063601	MTMR1	1361	1915	1143	1529	1037	1145	1108
ENSG00000063660	GPC1	345	404	242	384	249	259	254
ENSG00000063761	ADCK1	266	333	176	267	208	199	265
ENSG00000063854	HAGH	995	1199	755	1033	645	769	802
ENSG00000063978	RNF4	4026	5260	3144	4622	2924	3318	3527
ENSG00000064012	CASP8	730	982	565	693	558	570	591
ENSG00000064042	LIMCH1	0	0	0	0	1	0	0
ENSG00000064102	INTS13	2183	3032	1680	2387	1716	1891	1982
ENSG00000064115	TM7SF3	5457	7340	4413	6484	4204	4580	4831
ENSG00000064195	DLX3	0	1	0	0	0	1	2
ENSG00000064199	SPA17	177	258	143	212	139	153	192
ENSG00000064205	CCN5	0	3	0	0	5	0	2
ENSG00000064218	DMRT3	2	1	0	0	0	1	0
ENSG00000064225	ST3GAL6	2621	3666	1899	2535	1796	1968	2142
ENSG00000064270	ATP2C2	6	7	6	5	0	4	0
ENSG00000064300	NGFR	2228	3037	1635	2263	1247	1367	1548
ENSG00000064309	CDON	171	268	164	289	214	237	237
ENSG00000064313	TAF2	1486	2110	1312	1760	1230	1486	1395
ENSG00000064393	HIPK2	1968	2944	1819	2554	1841	1783	1913
ENSG00000064419	TNPO3	7601	10936	6250	9079	6441	6819	7162
ENSG00000064489	BORCS8-MEF2B	4	29	15	5	6	20	6
ENSG00000064490	RFXANK	1186	1679	932	1339	875	972	1072
ENSG00000064545	TMEM161A	1390	1712	1081	1318	986	1092	964
ENSG00000064547	LPAR2	960	1245	761	1017	642	677	659
ENSG00000064601	CTSA	7638	9833	5799	8662	5555	6178	6337
ENSG00000064607	SUGP2	10377	13535	8133	11720	7624	8392	8682
ENSG00000064651	SLC12A2	2068	2704	1485	2277	1509	1688	1820
ENSG00000064652	SNX24	343	454	281	429	264	262	293
ENSG00000064666	CNN2	945	1284	789	1172	778	829	755
ENSG00000064687	ABCA7	769	1063	600	955	558	670	699
ENSG00000064703	DDX20	1453	1966	1019	1545	1298	1645	1802
ENSG00000064726	BTBD1	4051	5397	3200	4491	3011	3275	3448
ENSG00000064763	FAR2	1068	1401	804	1149	844	940	953
ENSG00000064787	BCAS1	9	5	3	5	7	6	4
ENSG00000064835	POU1F1	1	0	0	0	0	0	0
ENSG00000064886	CHI3L2	0	0	0	0	1	0	0
ENSG00000064932	SBNO2	5042	6504	3962	5599	3721	4105	4185
ENSG00000064933	PMS1	1281	1695	1014	1567	1003	1118	1138
ENSG00000064961	HMG20B	26095	34440	21019	30213	18990	21279	22480
ENSG00000064989	CALCRL	18	37	21	20	24	27	17
ENSG00000064995	TAF11	1276	1723	1086	1477	929	1101	1140
ENSG00000064999	ANKS1A	13549	18914	10049	14442	9001	9674	10997
ENSG00000065000	AP3D1	12732	16691	10321	15074	9928	11152	11161
ENSG00000065029	ZNF76	765	1024	611	839	518	603	711
ENSG00000065054	SLC9A3R2	235	287	174	247	185	203	212
ENSG00000065057	NTHL1	536	702	385	577	387	427	500
ENSG00000065060	UHRF1BP1	1778	2671	1656	2407	1677	1683	1785
ENSG00000065135	GNAI3	10241	13569	8370	11478	7798	8631	9162
ENSG00000065150	IPO5	7634	10710	6336	9174	6158	6709	6919
ENSG00000065154	OAT	8977	12148	7301	9785	6401	7135	7799
ENSG00000065183	WDR3	7046	9393	5331	8009	5789	6042	6571
ENSG00000065243	PKN2	2678	3645	2188	3113	2205	2395	2409
ENSG00000065268	WDR18	1992	2816	1604	2354	1562	1622	1859
ENSG00000065308	TRAM2	3487	5121	3087	4607	2838	3057	3126
ENSG00000065320	NTN1	5	5	4	4	5	3	0
ENSG00000065328	MCM10	1524	2004	1165	1641	1209	1302	1327
ENSG00000065357	DGKA	138	221	143	159	127	153	143
ENSG00000065361	ERBB3	6767	8961	5544	7767	5088	5497	5893
ENSG00000065371	ROPN1	125	164	76	103	86	97	97
ENSG00000065413	ANKRD44	2476	3428	2011	2883	2043	2078	2040
ENSG00000065427	KARS1	9220	12387	7221	10675	7278	7638	8000
ENSG00000065457	ADAT1	1954	2579	1602	2223	1460	1623	1644
ENSG00000065485	PDIA5	724	874	523	724	496	573	577
ENSG00000065491	TBC1D22B	764	1004	568	892	599	636	605
ENSG00000065518	NDUFB4	3662	4464	2649	3794	2467	2725	3131
ENSG00000065526	SPEN	3006	4026	2028	3299	2281	2494	2492
ENSG00000065534	MYLK	144	153	86	115	119	102	82
ENSG00000065548	ZC3H15	5147	6497	4000	5573	3942	4272	4581
ENSG00000065559	MAP2K4	574	793	424	626	448	524	456
ENSG00000065600	PACC1	445	583	356	508	385	397	390
ENSG00000065613	SLK	3528	4919	3043	4345	3045	3189	3272
ENSG00000065615	CYB5R4	1018	1449	806	1128	733	756	945
ENSG00000065618	COL17A1	0	0	0	2	2	0	1
ENSG00000065621	GSTO2	45	35	19	42	40	35	43
ENSG00000065665	SEC61A2	545	736	475	690	432	490	451
ENSG00000065717	TLE2	20	29	16	35	12	8	17
